model,size,activities,is_sound,alignments_fitness,alignments_precision
IMf_BPI_Challenge_2020_Travel_Permit_Data_240917.xes.pnml,392,42,True,0.8001546181038663,0.23258216353563543
IMf_BPI_Challenge_2020_International_Declarations_260921.xes.pnml,267,29,True,0.8834193829916785,0.3445484939713469
IMf_BPI_Challenge_2020_Prepaid_Travel_Costs_240917.xes.pnml,246,28,True,0.8671020837114888,0.3781458906802989
IMf_BPI_Challenge_2013_Incidents_260921.xes.pnml,48,4,True,0.9569189213758137,0.7163914179079295
IMf_BPI_Challenge_2013_closed_problems_240917.xes.pnml,52,4,True,0.9883356402753501,0.9470205909661915
IMf_BPI_Challenge_2013_Incidents_178181.xes.pnml,48,4,True,0.9607677063407518,0.7163914179079295
IMf_BPI_Challenge_2020_Domestic_Declarations_240917.xes.pnml,130,16,True,0.9162060290686709,0.3757854571375516
IMf_BPI_Challenge_2020_International_Declarations_178181.xes.pnml,281,30,True,0.8825621145150637,0.33407697182029084
IMf_BPI_Challenge_2013_Incidents_230225.xes.pnml,48,4,True,0.9566084389189231,0.7163914179079295
IMf_BPI_Challenge_2020_Request_For_Payment_240917.xes.pnml,150,16,True,0.9225112574988276,0.3868842310073406
IMf_BPI_Challenge_2020_International_Declarations_230225.xes.pnml,270,30,True,0.8805159981581909,0.3447745151963184
IMf_BPI_Challenge_2013_closed_problems_260921.xes.pnml,52,4,True,0.9886923712799414,0.9470205909661915
IMf_BPI_Challenge_2020_Prepaid_Travel_Costs_230225.xes.pnml,331,26,True,0.8676103481426836,0.2836442163244868
IMf_BPI_Challenge_2020_Domestic_Declarations_260921.xes.pnml,126,16,True,0.9380888618319101,0.3757651991614256
IMf_BPI_Challenge_2020_Travel_Permit_Data_178181.xes.pnml,424,40,True,0.7550069755799764,0.275988920232595
IMf_BPI_Challenge_2020_Prepaid_Travel_Costs_178181.xes.pnml,264,29,True,0.8842922128612896,0.41566969246532837
IMf_BPI_Challenge_2020_Travel_Permit_Data_230225.xes.pnml,497,41,True,0.7485918137616019,0.33004008720725786
IMf_BPI_Challenge_2020_Request_For_Payment_440326.xes.pnml,168,17,True,0.9249102847651913,0.3868842310073406
IMf_Sepsis_Cases_-_Event_Log_230225.xes.pnml,153,15,True,0.9612788135654772,0.4246423411139828
IMf_BPI_Challenge_2020_Request_For_Payment_260921.xes.pnml,153,16,True,0.9227605645616463,0.3868842310073406
IMf_BPI_Challenge_2013_closed_problems_440326.xes.pnml,52,4,True,0.990004822306146,0.9470205909661915
IMf_Sepsis_Cases_-_Event_Log_178181.xes.pnml,158,15,True,0.9584895209215967,0.4300200740878707
IMf_BPI_Challenge_2020_Domestic_Declarations_440326.xes.pnml,123,15,True,0.9421050598059221,0.400986903080237
IMf_BPI_Challenge_2012_178181.xes.pnml,245,24,True,0.9997827177378158,0.10624999999999996
IMf_BPI_Challenge_2012_230225.xes.pnml,256,24,True,0.979978203627133,0.13359912659815854
IMf_BPI_Challenge_2012_240917.xes.pnml,244,23,True,0.9997981544524608,0.11529502165802463
IMf_BPI_Challenge_2012_260921.xes.pnml,245,24,True,0.9997824056538277,0.10624999999999996
IMf_BPI_Challenge_2012_440326.xes.pnml,223,24,True,0.9954836127889688,0.13916148855784694
IMf_BPI_Challenge_2017_260921.xes.pnml,267,25,True,0.9325835776319098,0.25200328527328664
IMf_BPI_Challenge_2017_240917.xes.pnml,318,26,True,0.9658842330528615,0.20732269209153042
IMf_BPI_Challenge_2017_230225.xes.pnml,270,25,True,0.9305769617933422,0.25200328527328664
IMf_BPI_Challenge_2017_178181.xes.pnml,285,25,True,0.9603322179442947,0.18482562286594273
